id,age,region,industry,company_size,acquisition_channel,visits_30d,emails_opened_30d,avg_session_min,support_tickets_90d,last_purchase_days,orders_12m,total_spend_12m,converted,cluster
1913,18.0,South,E-commerce,51-200,referral,7,3,7.25,0,55,1,569.4,0,2
1914,58.0,South,Manufacturing,11-50,referral,9,2,7.99,1,31,2,670.24,1,1
1915,35.0,Midwest,SaaS,11-50,events,3,4,10.16,1,105,1,588.75,0,0
1916,44.0,Northeast,,51-200,ads,13,6,5.35,0,75,2,834.43,0,2
1917,32.0,Midwest,Education,201-1000,web,8,4,6.78,1,14,2,900.82,0,2
1918,43.0,West,,201-1000,referral,8,6,6.31,1,77,2,751.53,1,2
1919,41.0,Northeast,SaaS,201-1000,referral,10,4,8.75,2,205,0,838.48,0,0
1920,45.0,South,Healthcare,11-50,events,10,3,11.78,2,3,1,918.17,0,2
1921,38.0,West,Healthcare,51-200,referral,5,1,8.83,0,5,4,1271.89,1,2
1922,45.0,Northeast,E-commerce,1-10,referral,7,5,8.26,2,76,4,834.61,1,2
1923,60.0,Northeast,Finance,201-1000,referral,7,2,8.5,1,7,1,700.38,0,1
1924,40.0,South,SaaS,11-50,web,6,7,9.29,1,55,3,596.93,0,2
1925,36.0,Northeast,SaaS,51-200,partner,3,0,11.81,0,107,0,577.79,0,0
1926,24.0,South,Education,1-10,ads,6,5,2.79,0,57,1,1099.15,0,2
1927,36.0,South,Manufacturing,201-1000,ads,5,3,7.82,1,2,2,179.59,0,1
1928,24.0,South,E-commerce,201-1000,referral,11,3,0.82,4,147,3,1026.22,1,2
1929,27.0,Midwest,Manufacturing,201-1000,partner,13,6,8.59,3,73,2,835.34,0,2
1930,67.0,South,Healthcare,1-10,web,5,5,7.71,1,32,0,567.54,0,1
1931,22.0,South,Healthcare,1000+,events,6,3,5.3,0,4,2,734.72,0,2
1932,43.0,Northeast,SaaS,11-50,ads,16,1,0.63,0,35,0,596.23,0,2
1933,61.0,South,Healthcare,11-50,referral,4,2,6.47,2,8,0,630.84,0,1
1934,67.0,West,Healthcare,11-50,ads,13,2,6.99,0,39,0,185.33,0,1
1935,25.0,South,,11-50,events,8,3,6.36,0,96,2,826.68,0,2
1936,26.0,South,SaaS,51-200,web,7,4,5.13,2,69,2,874.82,0,2
1937,37.0,Midwest,E-commerce,11-50,ads,12,6,4.53,4,51,1,800.61,0,2
1938,46.0,Northeast,Healthcare,11-50,ads,15,6,6.39,0,208,1,874.79,0,0
1939,67.0,Midwest,SaaS,51-200,events,11,2,4.74,2,254,4,734.07,0,0
1940,28.0,Northeast,SaaS,201-1000,ads,8,1,8.28,2,2,6,713.87,0,2
1941,26.0,West,Finance,51-200,partner,5,4,6.33,1,8,3,561.99,0,2
1942,31.0,Midwest,Manufacturing,51-200,partner,7,4,2.71,1,84,0,479.6,0,1
1943,63.0,West,Finance,1-10,events,9,5,6.89,0,132,0,351.19,0,0
1944,19.0,Northeast,SaaS,201-1000,referral,6,2,7.41,1,8,1,876.99,0,2
1945,37.0,Midwest,Manufacturing,1-10,partner,8,5,10.06,1,12,2,382.01,1,2
1946,24.0,Midwest,Finance,11-50,referral,4,1,8.54,1,23,2,1072.76,0,2
1947,26.0,Midwest,Education,1-10,events,11,6,4.52,0,35,4,634.33,1,2
1948,65.0,West,E-commerce,51-200,events,7,2,9.64,2,12,3,1009.58,0,2
1949,18.0,West,Finance,11-50,referral,9,2,3.45,1,22,2,943.82,0,2
1950,34.0,West,SaaS,51-200,ads,6,1,6.56,0,196,1,804.97,0,0
1951,,Northeast,Finance,11-50,events,10,3,8.16,1,77,1,655.26,0,2
1952,49.0,West,E-commerce,51-200,web,11,1,9.71,3,21,1,223.06,1,1
1953,21.0,Northeast,Manufacturing,51-200,partner,10,2,10.66,3,33,2,515.48,0,2
1954,42.0,West,SaaS,1-10,events,6,3,9.3,1,22,2,631.52,0,1
1955,68.0,South,Finance,11-50,events,7,1,6.2,0,86,0,630.33,0,1
1956,38.0,Midwest,SaaS,51-200,web,13,2,7.78,1,117,2,283.05,0,0
1957,45.0,Northeast,Education,51-200,partner,5,8,6.99,0,35,2,664.93,0,2
1958,45.0,Northeast,Healthcare,1-10,partner,7,8,4.94,0,25,0,324.35,0,1
1959,52.0,Midwest,Manufacturing,51-200,web,12,2,6.25,1,32,0,715.64,0,2
1960,27.0,West,Finance,11-50,partner,6,6,10.46,2,19,1,993.86,1,2
1961,61.0,West,Healthcare,1-10,partner,10,5,7.92,0,6,1,592.72,0,1
1962,69.0,West,SaaS,1-10,events,8,2,11.03,0,60,2,515.87,1,1
1963,25.0,Northeast,Finance,51-200,web,4,5,4.12,1,98,2,721.04,0,2
1964,60.0,South,Healthcare,11-50,events,6,3,5.66,2,50,3,728.78,0,1
1965,60.0,Midwest,SaaS,51-200,ads,5,4,7.41,3,64,1,1151.36,0,2
1966,56.0,South,Finance,11-50,referral,6,1,8.13,3,92,1,518.51,0,1
1967,37.0,Midwest,E-commerce,201-1000,referral,3,2,6.24,2,47,3,588.71,0,1
1968,42.0,Midwest,E-commerce,11-50,partner,9,2,8.26,1,137,2,742.63,0,0
1969,61.0,South,SaaS,51-200,events,12,3,8.24,2,17,3,1116.79,0,2
1970,,Northeast,Healthcare,201-1000,referral,5,2,3.45,1,93,2,613.64,0,1
1971,61.0,South,E-commerce,11-50,events,8,1,8.16,2,24,3,848.15,1,1
1972,65.0,South,SaaS,1-10,partner,7,0,8.86,0,218,2,929.81,0,0
1973,53.0,Northeast,Healthcare,51-200,web,6,1,7.15,0,72,1,573.24,0,1
1974,35.0,West,E-commerce,1000+,ads,7,3,2.45,0,88,3,578.04,0,1
1975,47.0,South,SaaS,1000+,events,10,5,5.89,2,43,2,799.46,0,2
1976,20.0,West,Healthcare,11-50,web,10,4,,1,40,2,827.41,1,2
1977,66.0,South,SaaS,201-1000,web,8,1,4.6,2,72,4,368.46,0,1
1978,35.0,South,Manufacturing,11-50,web,8,2,8.52,0,24,4,622.7,1,2
1979,20.0,South,Healthcare,1-10,ads,12,4,8.11,3,20,1,418.22,0,2
1980,59.0,West,Manufacturing,51-200,web,8,2,6.8,2,8,2,525.76,0,1
1981,52.0,South,Manufacturing,51-200,events,5,4,6.54,1,1,5,650.32,1,1
1982,50.0,Midwest,Manufacturing,51-200,web,6,3,6.92,1,46,2,334.89,0,1
1983,20.0,Northeast,Finance,201-1000,web,7,3,6.49,2,26,3,666.5,0,2
1984,57.0,South,Healthcare,11-50,referral,2,5,3.67,3,9,1,299.73,1,1
1985,51.0,Northeast,Education,51-200,partner,4,2,5.55,2,28,1,1072.57,1,1
1986,59.0,Midwest,SaaS,11-50,events,4,3,6.66,0,323,2,785.77,1,0
1987,61.0,Northeast,Manufacturing,1-10,referral,10,3,9.62,4,3,2,498.31,1,1
1988,29.0,South,E-commerce,11-50,ads,5,3,8.02,2,22,3,120.36,0,1
1989,28.0,Northeast,SaaS,1000+,partner,9,3,,0,8,3,499.82,0,2
1990,66.0,South,E-commerce,51-200,partner,8,3,3.41,2,31,2,392.13,0,1
1991,45.0,West,E-commerce,1-10,web,9,2,5.72,2,130,2,513.2,0,0
1992,40.0,West,SaaS,51-200,events,10,3,11.06,0,11,4,1013.18,1,2
1993,32.0,Midwest,Education,1000+,events,5,0,4.87,1,105,1,53.92,0,1
1994,51.0,South,SaaS,1000+,partner,11,3,4.82,0,63,1,788.47,1,2
1995,57.0,South,,51-200,ads,6,2,5.9,3,44,1,658.16,0,1
1996,18.0,South,Healthcare,11-50,referral,11,3,10.94,3,46,3,472.66,0,2
1997,46.0,South,Education,51-200,events,6,0,5.02,1,52,1,210.17,0,1
1998,69.0,Northeast,Healthcare,201-1000,events,5,7,7.73,0,40,3,530.63,0,1
1999,32.0,West,SaaS,201-1000,ads,6,2,7.36,1,55,2,599.33,0,1
2000,32.0,Northeast,E-commerce,201-1000,partner,6,4,2.26,0,20,4,853.91,0,2
